"old.code","new.code","type.org","broad.category","major.group","univ","hosp","two.digit","further.category","division.subdivision","broad.category.description","major.group.description","code.name","division.subdivision.description","keywords","further.category.desciption"
"I1930","NS-HMS-I30","NS","HMS","I",FALSE,FALSE,"19","30","30","Human Services","Crime & Legal-Related",NA,"Nonmonetary Support Not Elsewhere Classified (N.E.C.)",NA,"Providing support to privately operated, community-based nonprofit correctional facilities for adults or juveniles who have been sentenced to imprisonment after conviction for an offense. These facilities serve the same function as government-operated programs, and most operate on a contract with the county or the state."
"I1960","NS-HMS-I60","NS","HMS","I",FALSE,FALSE,"19","60","60","Human Services","Crime & Legal-Related",NA,"Nonmonetary Support Not Elsewhere Classified (N.E.C.)",NA,"Providing support to law enforcement associations, advisory councils or other nonprofit community groups that provide advice and direction for police departments; auxiliaries or other community-based organizations that collect and disburse money in aid of injured police officers or in support of local law enforcement activities; and other nonprofit groups that have an interest in law enforcement issues."
"I1972","NS-HMS-I72","NS","HMS","I",FALSE,FALSE,"19","72","72","Human Services","Crime & Legal-Related",NA,"Nonmonetary Support Not Elsewhere Classified (N.E.C.)",NA,"Providing support to organizations that deal specifically with the prevention of child abuse including incest through educational interventions which may focus on children of various ages, parents, people who work with families and/or the community at large."
"I1980","NS-HMS-I80","NS","HMS","I",FALSE,FALSE,"19","80","80","Human Services","Crime & Legal-Related",NA,"Nonmonetary Support Not Elsewhere Classified (N.E.C.)",NA,"Providing support to organizations that provide general legal aid regarding criminal and/or civil matters at little or no cost for individuals who are economically disadvantaged."
"I20","RG-HMS-I20","RG","HMS","I",FALSE,FALSE,"20","","20","Human Services","Crime & Legal-Related","Crime Prevention","Organizations that provide information and services that help the public protect themselves from crime or which prevent its occurrence. Also included are organizations that provide a mechanism for reporting crimes. Use this code for crime prevention programs not specified below.","Anti-Crime Patrols, Arson Prevention, Block Parents, Block Watch, Child Finger Television, Citizen Crime Reporting, Citizen Patrols, Citizens Crime Watch, Civilian Crime Patrols, Community Watch, Crime Reporting, Crime Prevention, Crime Watch, Crime Stoppers, Crimebusters, Crimestoppers, Crimewatch, Dangerous Weapons Regulation and Control, Firearms Control, Fraud Reporting, Gun Control, Hate Crime Prevention, Home Alert, Kidnapped Children, Missing Children, Missing Persons, Neighborhood Watch, Online Crime Prevention, Self-Defense, Tip Lines, Violence Prevention"," "
"I21","RG-HMS-I21","RG","HMS","I",FALSE,FALSE,"21","","21","Human Services","Crime & Legal-Related","Youth Violence Prevention","Organizations that offer a variety of activities for youth who have demonstrated or are at risk for behavior which is likely to be unlawful or to involve them in the juvenile justice system. Also included are community councils, coalitions and other groups whose primary purpose is to prevent delinquency.","Gang Related, Juvenile Delinquency Prevention, SADD, Students Against Destructive Decisions, Students Against Drunk Driving, Youth Crime Prevention"," "
"I23","RG-HMS-I23","RG","HMS","I",FALSE,FALSE,"23","","23","Human Services","Crime & Legal-Related","Drunk Driving-Related","Organizations that provide first and multiple offender drunk driving programs for adults and juveniles or which offer transportation services for drinking drivers. Also includes community action groups like MADD that are against drunk driving.","Designated Drivers, Drinking Drivers, Drinking/Drug Impaired Driver Transportation, Driving Under the Influence, Drunk Driver Transportation, Drunk Driving, DUI, DWI, MADD, Mothers Against Drunk Drivers, Offender Drinking Drivers, Public Inebriate Transportation"," "
"I30","RG-HMS-I30","RG","HMS","I",FALSE,FALSE,"30","","30","Human Services","Crime & Legal-Related","Correctional Facilities","Privately operated, community-based nonprofit correctional facilities for adults or juveniles who have been sentenced to imprisonment after conviction for an offense. These facilities serve the same function as government-operated programs, and most operate on a contract with the county or the state.","Detention of Alleged Law Violators, Detention of Law Violators, Jails, Penitentiaries, Prisons"," "
"I31","RG-HMS-I31","RG","HMS","I",FALSE,FALSE,"31","","31","Human Services","Crime & Legal-Related","Half-Way Houses for Offenders & Ex-Offenders","Community-based residential facilities which allow adult and juvenile offenders with satisfactory behavior to transition back to the community during the last months of their sentences or which provide congregate living arrangements and supportive services for ex-offenders to help them successfully reenter the community and become self-sufficient. These facilities are known as work release centers, prerelease centers, rehabilitation centers and group homes for juvenile offenders or status offenders.","Half-Way Houses for Ex-Offenders, Half-Way Houses for Offenders, Prerelease Centers, Transitional Care for Ex-Offenders, Transitional Care for Offenders, Work Release Centers"," "
"I40","RG-HMS-I40","RG","HMS","I",FALSE,FALSE,"40","","40","Human Services","Crime & Legal-Related","Rehabilitation Services for Offenders","Organizations that provide counseling, job seeking assistance and other nonresidential supportive services that help adult and/or juvenile offenders re-integrate into the community following their release from a correctional facility. Use this code for rehabilitation services not specified below.","Bail Assistance, Correctional Restitution, Court Referral, Day Reporting Centers, Electronic Monitoring of Detention, Ex-Offender Counseling, Ex-Offender Reentry, Juvenile Parole, Parole, Pre-Release, Pretrial Electronic Monitoring, Pretrial Release, Probation, Restorative Justice, Teen Court, Victim/Offender Reconciliation, VORP, Work Furlough, Work Release, Youth Court"," "
"I43","RG-HMS-I43","RG","HMS","I",FALSE,FALSE,"43","","43","Human Services","Crime & Legal-Related","Inmate Support","Organizations that provide emotional support, friendship, advice and guidance or other types of support for inmates while they are incarcerated and/or which facilitate contact between inmates and family members.","Correctional Education, Family Visitation, Family Visitation Support, Inmate Counseling, Inmate Pre-Release Reentry, Inmate Support, Inmate Visitation, Inmate Visiting Transportation, Jail Visitation, Offender Advocates, Pregnant/Parenting Inmate Support, Prison Libraries, Prison Ministries, Prison Visitation, Prisoner Locator, Volunteer Inmate Visiting, Volunteer Jail Visiting"," "
"I44","RG-HMS-I44","RG","HMS","I",FALSE,FALSE,"44","","44","Human Services","Crime & Legal-Related","Prison Alternatives","Organizations that provide intensive treatment and rehabilitation services for adult or juvenile offenders. The focus of the service is on rehabilitation of the offender rather than preparation for release into the community.","Adult Diversion, Alternatives to Incarceration, Community Corrections, Community-Based Correctional Facility, Day Treatment for Offenders, Diversion, Group Homes for Offenders, Home Confinement, Housing, Intensive Supervision of Offenders, Juvenile Alternative Sentencing, Juvenile Detention Facilities, Juvenile Detention Homes, Juvenile Diversion, Juvenile Justice System, Prison Alternatives, Prison Boot Camps, Reformatories, Residential Restitution Centers, Residential Treatment Facilities for Offenders, Weekend Sentences"," "
"I50","RG-HMS-I50","RG","HMS","I",FALSE,FALSE,"50","","50","Human Services","Crime & Legal-Related","Administration of Justice","Organizations that are concerned with court administration; court reform including the rights and privileges of prisoners, incarceration alternatives and other criminal justice issues; and alternatives to litigation.","Administration of Justice, Alternatives to Litigation, Bail Deviation, Court Administration, Court Orientation for Offenders, Court Reform, Courts, Criminal Justice Systems, Expert Witnesses, Penal Reform, Prison Reform"," "
"I51","RG-HMS-I51","RG","HMS","I",FALSE,FALSE,"51","","51","Human Services","Crime & Legal-Related","Dispute Resolution & Mediation","Organizations that provide mediation services which help individuals who are having a dispute discuss the situation and reach an agreement without resorting to litigation.","Alternative Dispute Resolution, Alternative to Litigation, Arbitration, Conflict Resolution, Dispute Resolution, Dissolution Assistance, Labor Mediation, Landlord/Tenant Mediation, Mediation, Mini-Trials"," "
"I60","RG-HMS-I60","RG","HMS","I",FALSE,FALSE,"60","","60","Human Services","Crime & Legal-Related","Law Enforcement","Law enforcement associations, advisory councils or other nonprofit community groups that provide advice and direction for police departments; auxiliaries or other community-based organizations that collect and disburse money in aid of injured police officers or in support of local law enforcement activities; and other nonprofit groups that have an interest in law enforcement issues.","Fraternal Order of Police, K-9 Police team, Law Enforcement Agencies, Police Academies, Police Auxiliaries, Police Benefit Associations, Police Benevolent Associations, Police Chaplains, Police Departments, Police Protective Associations, Police Reserves, Police Training, Sheriffs Associations, Sheriff's Posse, Sheriffs Posse"," "
"I70","RG-HMS-I70","RG","HMS","I",FALSE,FALSE,"70","","70","Human Services","Crime & Legal-Related","Protection Against Abuse","Organizations that attempt to reduce the incidence of child abuse, elder abuse and spouse abuse in family settings through educational interventions which may focus on children of various ages, parents, people who work with families and/or the community at large.","Abuse of the Elderly, Abuse Prevention, Crimes Against the Elderly, Domestic Violence, Elder Abuse, Granny Bashing, Granny Dumping, King Lear Syndrome, Violence in the Family, Violence Prevention, Violent Families"," "
"I71","RG-HMS-I71","RG","HMS","I",FALSE,FALSE,"71","","71","Human Services","Crime & Legal-Related","Spouse Abuse Prevention","Organizations that deal specifically with the prevention of domestic violence through educational interventions which may focus on batterers, people at risk for domestic violence, people who work with battered women and/or the community at large.","Battered Husbands, Battered Wives, Conjugal Crime Prevention, Domestic Abuse Prevention, Domestic Rape Prevention, Domestic Violence, Husband Abuse Prevention, Marital Rape Prevention, Spousal Abuse Prevention, Wife Abuse Prevention"," "
